"","id","title","description","short_title","short_desc","vid_created"
"194","W6JhcjbWEwg","Simon Ostrovsky Interview (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver interviews Vice news journalist Simon Ostrovsky who was held captive in Ukraine.

This is still a comedy show, we promise.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Simon Ostrovsky Interview (Web Exclusive)","John Oliver interviews Vice news journalist Simon Ostrovsky who was held captive in Ukraine",2014-05-05
"195","Bml8KwCmob8","Letter of the Week -- POM Wonderful (Web Exclusive): Last Week Tonight with John Oliver (HBO)","In response to our segment in our premiere on food labeling, POM Wonderful sent us a refrigerator full of juice and an elegantly worded letter implying what we can do with it.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Letter of the Week -- POM Wonderful (Web Exclusive)","In response to our segment in our premiere on food labeling, POM Wonderful sent us a refrigerator full of juice and an elegantly worded letter implying what we can do with it",2014-05-05
"196","nJ24vcyJxDs","Nerd Prom: Last Week Tonight with John Oliver (HBO)","John Oliver offers his take on the star-studded White House Correspondents Dinner, affectionately known as, ""Nerd Prom.""

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Nerd Prom","John Oliver offers his take on the star-studded White House Correspondents Dinner, affectionately known as, ""Nerd Prom.",2014-05-05
"197","yCY6vYGEN3Q","The Buzz: Last Week Tonight with John Oliver: Red Carpet Event (HBO)","Subscribe to the HBO YouTube: http://itsh.bo/10qIqsj 

Wherever news breaks, whenever news breaks, John Oliver will bring it to you on Sunday. Last Week Tonight with John Oliver premieres April 27 at 11PM.

Connect with Last Week Tonight with John Oliver Online:
Find the Last Week Tonight with John Oliver official site: http://itsh.bo/1eqmeDt 
 Find Last Week Tonight with John Oliver on Twitter: https://twitter.com/lastweektonight 

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","The Buzz","Subscribe to the HBO YouTube: http://itsh.bo/10qIqsj",2014-04-28
"198","9vxT1uAhFxA","Episode Preview: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Wherever news breaks, whenever news breaks, John Oliver will bring it to you on Sunday. Catch new episodes of Last Week Tonight with John Oliver  every Sunday at 11PM, only on HBO.
Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","Episode Preview","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-04-28
"199","mxyKJisUgJo","Workplace of the Week - The NFL: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Last Week Tonight explores the exciting world of the NFL!
It's a great place for mascots to work. Not so much for cheerleaders.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Workplace of the Week - The NFL","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-04-28
"200","Dh9munYYoqQ","""Oregon Spirit"" by Lisa Loeb: Last Week Tonight With John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Lisa Loeb helps John Oliver explain to the state of Oregon how they screwed up the roll out of their healthcare website. With a song!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","""Oregon Spirit"" by Lisa Loeb","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-04-28
"201","WHCQndalv94","Last Week Tonight with John Oliver: President Obama Meets a Robot Web Exclusive (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

John Oliver discusses President Barack Obama's trip to Japan where he met a ""scary"" robot.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Last Week Tonight with John Oliver","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-04-28
"202","k8lJ85pfb_E","General Keith Alexander Extended Interview: Last Week Tonight With John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

John Oliver interviews General Keith Alexander, former head of the NSA. General Alexander discusses Edward Snowden and helps John rebrand a national security organization.

Connect with Last Week Tonight online:
Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","General Keith Alexander Extended Interview","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-04-28
"203","8q7esuODnQI","GOP - Whatevs: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Hip conservative Josh Gondelman outlines our nation's potential sources of energy and #swag.

Connect with Last Week Tonight online:
Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","GOP - Whatevs","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-03-21
"204","gdQCtWlhx90","GOP - Hashtag Awesomesauce: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Young tubular conservative Josh Gondelman explains what's amaze balls about the Republican Party.

Connect with Last Week Tonight online:
Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","GOP - Hashtag Awesomesauce","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-03-21
